split,class_id,run_id,trajectory_id,n_rows,n_valid_time,n_missing_time,n_unique_time,duplicated_time_points,original_order_monotonic,start_time,end_time,modal_step,gap_count,max_gap,min_step,max_step
train,0,278,0::278,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,279,0::279,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,280,0::280,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,282,0::282,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,283,0::283,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,284,0::284,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,285,0::285,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,286,0::286,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,287,0::287,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,288,0::288,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,289,0::289,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,291,0::291,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,293,0::293,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,294,0::294,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,295,0::295,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,297,0::297,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,298,0::298,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,299,0::299,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,300,0::300,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,301,0::301,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,302,0::302,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,304,0::304,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,305,0::305,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,307,0::307,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,309,0::309,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,310,0::310,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,311,0::311,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,312,0::312,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,313,0::313,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,314,0::314,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,315,0::315,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,316,0::316,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,317,0::317,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,318,0::318,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,319,0::319,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,320,0::320,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,321,0::321,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,323,0::323,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,324,0::324,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,325,0::325,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,326,0::326,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,329,0::329,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,330,0::330,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,332,0::332,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,333,0::333,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,334,0::334,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,335,0::335,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,336,0::336,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,337,0::337,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,338,0::338,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,339,0::339,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,340,0::340,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,342,0::342,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,343,0::343,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,344,0::344,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,345,0::345,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,346,0::346,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,347,0::347,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,348,0::348,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,349,0::349,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,350,0::350,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,351,0::351,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,353,0::353,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,354,0::354,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,355,0::355,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,356,0::356,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,357,0::357,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,0,359,0::359,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
